grdc_no	wmo_reg	sub_reg	river	station	country	lat	long	area	altitude	d_start	d_end	d_yrs	d_miss	m_start	m_end	m_yrs	m_miss	t_start	t_end	t_yrs	lta_discharge	r_volume_yr	r_height_yr
4208740	4	4081	HANGINGSTONE RIVER	FORT MCMURRAY	CA	56.705002	-111.35555	914	247	1965	2020	56	19	1965	1996	32	17	1965	2020	56	3.844	0.121224384	132.6306171
4208745	4	4081	CONNOR CREEK	NEAR SANGUDO	CA	54.02	-114.94	165	-999	1972	1988	17	57	1972	1988	17	58	1972	1988	17	n.a.	n.a.	n.a.
4208746	4	4081	CONNOR CREEK	NEAR ROCHFORT BRIDGE	CA	54.04	-115.04	64.5	-999	1975	1979	5	73	1975	1979	5	75	1975	1979	5	n.a.	n.a.	n.a.
4208747	4	4081	COYOTE CREEK	NEAR CHERHILL	CA	53.872776	-114.66944	57.7	-999	1981	2019	39	34	1981	1993	13	32	1981	2019	39	n.a.	n.a.	n.a.
4208750	4	4081	SAKWATAMAU RIVER	NEAR WHITECOURT	CA	54.201389	-115.77778	1140	-999	1972	2020	49	33	1972	1993	22	33	1972	2020	49	n.a.	n.a.	n.a.
4208752	4	4081	CHRISTMAS CREEK	NEAR BLUE RIDGE	CA	54.227779	-115.33278	424	-999	1972	2019	48	33	1972	1993	22	33	1972	2019	48	n.a.	n.a.	n.a.
4208755	4	4081	FREEMAN RIVER	NEAR FORT ASSINIBOINE	CA	54.364445	-114.90361	1660	-999	1965	2020	56	32	1965	1993	29	33	1965	2020	56	n.a.	n.a.	n.a.
4208757	4	4081	GROAT CREEK	NEAR WHITECOURT	CA	54.032501	-115.84167	134	-999	1984	2019	36	37	1984	1993	10	34	1984	2019	36	n.a.	n.a.	n.a.
4208760	4	4081	WABASH CREEK	NEAR PIBROCH	CA	54.224167	-113.92389	339	-999	1979	2019	41	37	1979	1993	15	33	1979	2019	41	n.a.	n.a.	n.a.
4208761	4	4081	WABASH CREEK	NEAR WESTLOCK	CA	54.19	-113.92	321	-999	1967	1979	13	31	1967	1979	13	32	1967	1979	13	n.a.	n.a.	n.a.
4208762	4	4081	SHOAL CREEK	NEAR LINARIA	CA	54.31	-114.2	442	-999	1968	1978	11	39	1968	1978	11	41	1968	1978	11	n.a.	n.a.	n.a.
4208763	4	4081	DAPP CREEK	HIGHWAY NO. 44	CA	54.308334	-113.84861	563	-999	1973	2020	48	33	1973	1993	21	32	1973	2020	48	n.a.	n.a.	n.a.
4208764	4	4081	PORTER CREEK	ABOVE BAPTISTE LAKE	CA	54.722221	-113.57361	57.2	-999	1980	2019	40	37	1980	1993	14	33	1980	2019	40	n.a.	n.a.	n.a.
4208765	4	4081	STONY CREEK	NEAR TAWATINAW	CA	54.293056	-113.4625	128	-999	1982	2019	38	37	1982	1993	12	31	1982	2019	38	n.a.	n.a.	n.a.
4208770	4	4081	SWAN RIVER	NEAR KINUSO	CA	55.316666	-115.40833	1900	-999	1915	2019	105	47	1915	1993	79	62	1915	2019	105	13.449	0.424127664	223.2250863
4208771	4	4081	SWAN RIVER	NEAR SWAN HILLS	CA	54.802223	-115.47	156	-999	1970	2019	50	35	1970	1993	24	33	1970	2019	50	n.a.	n.a.	n.a.
4208773	4	4081	ADAMS CREEK	NEAR KINUSO	CA	55.218056	-115.33444	138	-999	1977	1995	19	32	1978	1993	16	32	1977	1995	19	n.a.	n.a.	n.a.
4208775	4	4081	DRIFTPILE RIVER	NEAR DRIFTPILE	CA	55.34	-115.79	840	-999	1972	2019	48	74	1973	1986	14	32	1972	2019	48	n.a.	n.a.	n.a.
4208777	4	4081	LILY CREEK	NEAR SLAVE LAKE	CA	55.415554	-114.81306	23.7	-999	1987	2019	33	36	1987	1993	7	30	1987	2019	33	n.a.	n.a.	n.a.
4208778	4	4081	SALT CREEK	NEAR GROUARD	CA	55.607777	-116.11028	426	-999	1986	2019	34	35	1986	1993	8	30	1986	2019	34	n.a.	n.a.	n.a.
4208780	4	4081	WEST PRAIRIE RIVER	NEAR HIGH PRAIRIE	CA	55.447224	-116.49167	1163	594	1921	2019	99	39	1921	1996	76	47	1921	2019	99	4.605	0.14522328	124.8695443
4208781	4	4081	EAST PRAIRIE RIVER	NEAR ENILDA	CA	55.416668	-116.33889	1460	-999	1921	2019	99	54	1921	1993	73	60	1921	2019	99	n.a.	n.a.	n.a.
4208785	4	4081	SOUTH HEART RIVER	NEAR HIGH PRAIRIE	CA	55.53	-116.48	4240	-999	1921	1930	10	37	1921	1930	10	38	1921	1930	10	n.a.	n.a.	n.a.
4208788	4	4081	BRIDGE CREEK	NEAR ENILDA	CA	55.43	-116.28	5.1	-999	1926	1927	2	0	1926	1927	2	0	1926	1927	2	0.039	0.001229904	241.1576471
4208792	4	4081	LESSER SLAVE RIVER	HIGHWAY NO. 2A	CA	55.29	-114.59	14400	-999	1962	1988	27	3	1963	1988	26	2	1962	1988	27	51.285	1.61732376	112.31415
4208793	4	4081	LESSER SLAVE RIVER	SLAVE LAKE	CA	55.305279	-114.75222	13600	-999	1915	2019	105	49	1915	1993	79	63	1915	2019	105	40.112	1.264972032	93.01264941
4208797	4	4081	SAULTEUX RIVER	NEAR SPURFIELD	CA	55.155556	-114.23612	2600	-999	1923	2020	98	64	1923	1993	71	74	1923	2020	98	n.a.	n.a.	n.a.
4208798	4	4081	DRIFTWOOD RIVER	NEAR THE MOUTH	CA	55.25528	-114.23167	2100	-999	1968	2020	53	1	1968	1993	26	3	1968	2020	53	6.678	0.210597408	100.28448
4208799	4	4081	SAWRIDGE CREEK	NEAR SLAVE LAKE	CA	55.271667	-114.77389	233	-999	1976	2019	44	36	1976	1993	18	32	1976	2019	44	n.a.	n.a.	n.a.
4208810	4	4081	WASKAHIGAN RIVER	NEAR THE MOUTH	CA	54.750832	-117.20556	1040	649	1968	2019	52	7	1968	1996	29	2	1968	2019	52	4.744	0.149606784	143.8526769
4208820	4	4081	WABASCA RIVER	ABOVE PEACE RIVER	CA	58.29	-115.38	36300	-999	1963	1970	8	8	1963	1970	8	11	1963	1970	8	67.084	2.115561024	58.27991802
4208821	4	4081	WABASCA RIVER	HIGHWAY NO.88	CA	57.875	-115.38889	35800	-999	1970	2020	51	3	1970	1993	24	1	1970	2020	51	80.803	2.548203408	71.17886615
4208822	4	4081	WABASCA RIVER	BELOW TROUT RIVER	CA	56.324165	-113.78611	14300	-999	1984	1994	11	0	1985	1993	9	0	1984	1994	11	23.873	0.752858928	52.64747748
4208825	4	4081	WILLOW RIVER	NEAR WABASCA	CA	55.916943	-113.92028	1030	-999	1985	2020	36	36	1985	1993	9	31	1985	2020	36	n.a.	n.a.	n.a.
4208826	4	4081	JACKPINE CREEK	HIGHWAY NO.88	CA	58.193054	-115.75	582	-999	1971	2020	50	36	1971	1993	23	33	1971	2020	50	n.a.	n.a.	n.a.
4208827	4	4081	TEEPEE CREEK	NEAR LA CRETE	CA	58.137779	-116.24861	136	-999	1981	2019	39	32	1981	1993	13	32	1981	2019	39	n.a.	n.a.	n.a.
4208830	4	4081	CADOTTE RIVER	OUTLET CADOTTE LAKE	CA	56.486668	-116.43278	881	-999	1984	2019	36	38	1984	1993	10	31	1984	2019	36	n.a.	n.a.	n.a.
4208831	4	4081	KRAWCHUK DRAINAGE	NEAR MCLENNAN	CA	55.950001	-117.03333	13	-999	1982	1993	12	39	1982	1993	12	44	1982	1993	12	n.a.	n.a.	n.a.
4208832	4	4081	ELDER CREEK	HIGHWAY NO. 686	CA	56.46389	-116.83028	63.7	-999	1985	1995	11	30	1985	1993	9	31	1985	1995	11	n.a.	n.a.	n.a.
4208833	4	4081	REDEARTH CREEK	NEAR RED EARTH CREEK	CA	56.544445	-115.23889	619	-999	1987	2019	33	38	1987	1993	7	30	1987	2019	33	n.a.	n.a.	n.a.
4208834	4	4081	LAFOND CREEK	NEAR RED EARTH CREEK	CA	57.077778	-115.09167	491	-999	1975	2019	45	34	1976	1993	18	32	1975	2019	45	n.a.	n.a.	n.a.
4208835	4	4081	BIRCH RIVER	BELOW ALICE CREEK	CA	58.322224	-113.06805	9860	-999	1967	2020	54	21	1967	1993	27	8	1967	2020	54	32.443	1.023122448	103.7649542
4208843	4	4081	RICHARDSON RIVER	NEAR THE MOUTH	CA	58.360001	-111.23944	2700	-999	1970	2020	51	22	1970	1993	24	9	1970	2020	51	15.364	0.484519104	179.45152
4208850	4	4081	PINE CREEK	NEAR GRASSLAND	CA	54.82	-112.77611	1450	-999	1966	2019	54	36	1966	1993	28	33	1966	2019	54	n.a.	n.a.	n.a.
4208851	4	4081	PINE CREEK	NEAR COLINTON	CA	54.61	-113.01	255	-999	1981	1983	3	32	1981	1983	3	35	1981	1983	3	n.a.	n.a.	n.a.
4208852	4	4081	FLAT CREEK	NEAR DONATVILLE	CA	54.75	-112.87	666	-999	1920	1931	12	43	1920	1931	12	45	1920	1931	12	n.a.	n.a.	n.a.
4208853	4	4081	FLAT CREEK	NEAR BOYLE	CA	54.587502	-112.90556	184	-999	1919	2019	101	69	1919	1993	75	79	1919	2019	101	n.a.	n.a.	n.a.
4208854	4	4081	BABETTE CREEK	NEAR COLINTON	CA	54.652779	-113.07917	222	-999	1978	2019	42	33	1978	1993	16	36	1978	2019	42	n.a.	n.a.	n.a.
4208855	4	4081	LA BICHE RIVER	HIGHWAY NO. 63	CA	54.936111	-112.50278	4860	-999	1982	1995	14	2	1982	1993	12	3	1982	1995	14	3.123	0.098486928	20.2648
4208857	4	4081	WANDERING RIVER	NEAR WANDERING RIVER	CA	55.199165	-112.46611	1110	-999	1971	2020	50	17	1971	1993	23	0	1971	2020	50	3.607	0.113750352	102.4777946
4208858	4	4081	OWL RIVER	BELOW PICHE RIVER	CA	55.010834	-111.85445	3080	-999	1984	2020	37	32	1984	1993	10	34	1984	2020	37	n.a.	n.a.	n.a.
4208860	4	4081	PICHE RIVER	NEAR IMPERIAL MILLS	CA	55	-111.71	1030	-999	1984	1986	3	24	1984	1986	3	25	1984	1986	3	n.a.	n.a.	n.a.
4208861	4	4081	LOGAN RIVER	NEAR THE MOUTH	CA	55.17889	-111.72833	425	-999	1984	2019	36	32	1984	1993	10	31	1984	2019	36	n.a.	n.a.	n.a.
4208862	4	4081	HOUSE RIVER	HIGHWAY NO. 63	CA	55.641666	-112.15694	764	-999	1982	2020	39	32	1982	1993	12	32	1982	2020	39	n.a.	n.a.	n.a.
4208863	4	4081	BIRCH CREEK	NEAR CONKLIN	CA	55.61861	-111.08583	232	-999	1984	1995	12	31	1984	1993	10	33	1984	1995	12	n.a.	n.a.	n.a.
4208864	4	4081	JACKFISH RIVER	BELOW CHRISTINA LAKE	CA	55.673611	-111.1	1290	-999	1982	2020	39	66	1982	1993	12	35	1982	2020	39	6.094	0.192180384	148.9770419
4208865	4	4081	CHRISTINA RIVER	NEAR CHARD	CA	55.83889	-110.86667	4860	-999	1982	2020	39	26	1982	1993	12	34	1982	2020	39	22.315	0.70372584	144.7995556
4208867	4	4081	PONY CREEK	NEAR CHARD	CA	55.86972	-110.91666	278	-999	1982	2020	39	34	1982	1993	12	37	1982	2020	39	n.a.	n.a.	n.a.
4208868	4	4081	ROBERT CREEK	NEAR ANZAC	CA	56.38361	-111.02834	54	-999	1982	1995	14	32	1982	1993	12	34	1982	1995	14	n.a.	n.a.	n.a.
4208870	4	4081	ATHABASCA RIVER	ATHABASCA	CA	54.722221	-113.28611	74600	-999	1913	2020	108	13	1913	1996	84	17	1913	2020	108	425.217	13.40964331	179.7539318
4208871	4	4081	ATHABASCA RIVER	EMBARRAS AIRPORT	CA	58.2	-111.39	155000	-999	1971	2020	50	68	1971	1984	14	30	1971	2020	50	764.207	24.10003195	155.4840771
4208880	4	4081	CLEARWATER RIVER	DRAPER	CA	56.685276	-111.25417	30800	-999	1930	2020	91	29	1931	1993	63	42	1930	2020	91	121.717	3.838467312	124.6255621
4208881	4	4081	CLEARWATER RIVER	ABOVE CHRISTINA RIVER	CA	56.66111	-110.92778	17000	-999	1966	2020	55	19	1966	1993	28	19	1966	2020	55	76.293	2.405976048	141.5280028
4208882	4	4081	CLEARWATER RIVER	OUTLET OF LLOYD LAKE	CA	57.330555	-108.76389	4250	-999	1973	1995	23	0	1973	1993	21	0	1973	1995	23	23.049	0.726873264	171.0290033
4208883	4	4081	DESCHARME RIVER	BELOW DUPRE LAKE	CA	57.123055	-109.22722	1690	-999	1977	1995	19	10	1978	1993	16	7	1977	1995	19	9.045	0.28524312	168.7829112
4208885	4	4081	HORSE RIVER	ABASANDS PARK	CA	56.7	-111.39	2130	-999	1930	1979	50	92	1931	1979	49	92	1930	1979	50	8.667	0.273322512	128.3204282
4208886	4	4081	BEAVER RIVER	NEAR FORT MACKAY	CA	57.1	-111.63	454	-999	1961	1975	15	59	1961	1975	15	62	1961	1975	15	1.976	0.062315136	137.2580088
4208887	4	4081	BEAVER RIVER	ABOVE SYNCRUDE	CA	56.941387	-111.565	165	-999	1975	2020	46	19	1975	1993	19	12	1975	2020	46	0.573	0.018070128	109.5159273
4208888	4	4081	POPLAR CREEK	NEAR FORT MCMURRAY	CA	56.91	-111.45	151	-999	1972	2020	49	63	1973	1986	14	0	1972	2020	49	1.112	0.035068032	232.2386225
4208889	4	4081	MUSKEG RIVER	NEAR FORT MACKAY	CA	57.191666	-111.56805	1460	-999	1974	2020	47	18	1974	1993	20	11	1974	2020	47	3.74	0.11794464	80.784
4208890	4	4081	MACKAY RIVER	NEAR FORT MACKAY	CA	57.210556	-111.69334	5570	-999	1972	2020	49	18	1972	1993	22	10	1972	2020	49	14.328	0.451847808	81.12168905
4208891	4	4081	MACKAY RIVER	ABOVE DUNKIRK RIVER	CA	56.759724	-112.61389	1010	-999	1983	1991	9	31	1983	1991	9	32	1983	1991	9	n.a.	n.a.	n.a.
4208893	4	4081	DOVER RIVER	NEAR THE MOUTH	CA	57.17	-111.79	963	-999	1975	2020	46	86	1975	1977	3	7	1975	2020	46	2.143	0.067581648	70.17824299
4208894	4	4081	JOSLYN CREEK	NEAR FORT MACKAY	CA	57.274166	-111.74167	257	-999	1975	1993	19	22	1975	1993	19	24	1975	1993	19	0.539	0.016997904	66.13970428
4208895	4	4081	ELLS RIVER	NEAR THE MOUTH	CA	57.26	-111.71	2450	-999	1975	1986	12	0	1975	1986	12	0	1975	1986	12	6.894	0.217409184	88.73844245
4208896	4	4081	TAR RIVER	NEAR FORT MACKAY	CA	57.35	-111.75	301	-999	1975	1977	3	9	1975	1977	3	14	1975	1977	3	0.496	0.015641856	51.966299
4208897	4	4081	CALUMET RIVER	NEAR FORT MACKAY	CA	57.4	-111.68	183	-999	1975	1977	3	0	1975	1977	3	0	1975	1977	3	0.118	0.003721248	20.33468852
4208898	4	4081	PIERRE RIVER	NEAR FORT MACKAY	CA	57.46	-111.65	123	-999	1975	1977	3	9	1975	1977	3	7	1975	1977	3	0.175	0.0055188	44.86829268
4208899	4	4081	ASPHALT CREEK	NEAR FORT MACKAY	CA	57.53	-111.67	148	-999	1975	1977	3	10	1975	1977	3	10	1975	1977	3	0.302	0.009523872	64.35048649
4208910	4	4081	SNAKE INDIAN RIVER	NEAR THE MOUTH	CA	53.157776	-118.03278	1580	1021	1971	1993	23	50	1971	1993	23	53	1971	1993	23	n.a.	n.a.	n.a.
4208914	4	4081	LOST CREEK	NEAR THE MOUTH	CA	57.28	-110.46	418	-999	1976	1977	2	0	1976	1977	2	0	1976	1977	2	0.172	0.005424192	12.97653589
4208915	4	4081	FIRST CREEK	NEAR FORT MACKAY	CA	57.661388	-111.51972	274	-999	1975	1993	19	24	1975	1993	19	25	1975	1993	19	0.386	0.012172896	44.42662774
4208916	4	4081	FIREBAG RIVER	NEAR THE MOUTH	CA	57.650833	-111.20139	5990	-999	1971	2020	50	18	1971	1993	23	13	1971	2020	50	26.546	0.837154656	139.7587072
4208917	4	4081	TAR RIVER	NEAR FORT MACKAY (UPPER STATION)	CA	57.48	-112.01	103	-999	1976	1977	2	15	1976	1977	2	0	1976	1977	2	0.33	0.01040688	101.0376699
4208918	4	4081	THICKWOOD CREEK	NEAR FORT MACKAY	CA	56.89	-112.17	176	-999	1976	1977	2	4	1976	1977	2	11	1976	1977	2	0.272	0.008577792	48.73745455
4208919	4	4081	DUNKIRK RIVER	NEAR FORT MACKAY	CA	58.8556	-112.7111	1570	-999	1975	2020	46	84	1975	1979	5	0	1975	2020	46	4.815	0.15184584	96.71709554
4208920	4	4081	ATHABASCA RIVER	NEAR JASPER	CA	52.91	-118.05695	3900	1058	1913	2020	108	38	1913	1996	84	47	1913	2020	108	88.417	2.788318512	714.9534646
4208921	4	4081	MIETTE RIVER	NEAR JASPER	CA	52.863888	-118.10584	630	-999	1914	2019	106	52	1914	1993	80	67	1914	2019	106	10.542	0.332452512	527.7024
4208922	4	4081	MALIGNE RIVER	NEAR JASPER	CA	52.930832	-118.02611	908	-999	1916	1997	82	67	1916	1993	78	71	1916	1997	82	16.233	0.511923888	563.7928282
4208923	4	4081	FIDDLE RIVER	HIGHWAY NO. 16	CA	53.2	-117.84	238	-999	1962	1965	4	34	1962	1965	4	33	1962	1965	4	n.a.	n.a.	n.a.
4208924	4	4081	FIDDLE RIVER	ABOVE MORRIS CREEK	CA	53.17	-117.83	203	-999	1967	1968	2	49	1967	1968	2	50	1967	1968	2	n.a.	n.a.	n.a.
4208925	4	4081	WHIRLPOOL RIVER	NEAR THE MOUTH	CA	52.724724	-117.92472	598	-999	1966	1996	31	50	1966	1993	28	52	1966	1996	31	n.a.	n.a.	n.a.
4208926	4	4081	SUNWAPTA RIVER	ATHABASCA GLACIER	CA	52.216667	-117.2325	29.7	-999	1948	2020	73	60	1949	1993	45	56	1948	2020	73	n.a.	n.a.	n.a.
4208927	4	4081	ROCKY RIVER	HAWES	CA	53.14	-117.97	1140	-999	1913	1919	7	7	1913	1919	7	9	1913	1919	7	15.252	0.480987072	421.9184842
4208930	4	4081	ELLS RIVER	BELOW GARDINER LAKES	CA	57.37	-112.56	1380	-999	1975	1979	5	0	1975	1979	5	0	1975	1979	5	4.45	0.1403352	101.6921739
4208940	4	4081	MCLEOD RIVER	ABOVE EMBARRAS RIVER	CA	53.470001	-116.62917	2560	930	1954	2019	66	2	1954	1996	43	0	1954	2019	66	19.581	0.617506416	241.2134438
4208941	4	4081	MCLEOD RIVER	NEAR ROSEVEAR	CA	53.696945	-116.16167	7150	-999	1984	2019	36	8	1984	1993	10	0	1984	2019	36	40.945	1.29124152	180.5932196
4208942	4	4081	MCLEOD RIVER	NEAR WOLF CREEK	CA	53.65	-116.28	6310	-999	1914	1984	71	42	1914	1984	71	42	1914	1984	71	39.104	1.233183744	195.4332399
4208943	4	4081	MCLEOD RIVER	NEAR EDSON	CA	53.6	-116.33	5450	-999	1954	1957	4	0	1954	1957	4	0	1954	1957	4	27.135	0.85572936	157.0145615
4208945	4	4081	MCLEOD RIVER	OUTLET OF CARP LAKE	CA	54.81	-123.32	487	-999	1981	1985	5	50	1981	1985	5	50	1981	1985	5	n.a.	n.a.	n.a.
4208946	4	4081	MCLEOD RIVER	NEAR CADOMIN	CA	53.078888	-117.19722	331	-999	1984	2020	37	36	1984	1993	10	32	1984	2020	37	n.a.	n.a.	n.a.
4208947	4	4081	MCLEOD RIVER	NEAR WHITECOURT	CA	54.012779	-115.83833	9100	-999	1968	2019	52	32	1968	1993	26	30	1968	2019	52	43.054	1.357750944	149.2034004
4208950	4	4081	WOLF CREEK	HIGHWAY NO. 16A	CA	53.59861	-116.27084	829	-999	1954	2019	66	7	1954	1996	43	0	1954	2019	66	4.046	0.127594656	153.9139397
4208955	4	4081	LOBSTICK RIVER	NEAR STYAL	CA	53.61	-115.11	1570	-999	1954	1986	33	0	1955	1986	32	0	1954	1986	33	4.494	0.141722784	90.26928917
4208956	4	4081	LOBSTICK RIVER	NEAR ENTWHISTLE	CA	53.61	-115.01	1650	-999	1913	1923	11	8	1913	1923	11	10	1913	1923	11	3.829	0.120751344	73.18263273
4208960	4	4081	PEMBINA RIVER	NEAR ENTWISTLE	CA	53.605	-115.00389	4430	709	1914	2019	106	32	1914	1996	83	38	1914	2019	106	20.576	0.648884736	146.4751097
4208962	4	4081	PEMBINA RIVER	JARVIE	CA	54.451389	-113.99167	13100	-999	1957	2020	64	2	1957	1993	37	4	1957	2020	64	34.255	1.08026568	82.46302901
4208963	4	4081	PEMBINA RIVER	BELOW PADDY CREEK	CA	53.129723	-115.325	2900	-999	1956	2019	64	55	1956	1993	38	34	1956	2019	64	n.a.	n.a.	n.a.
4208964	4	4081	RAT CREEK	NEAR CYNTHIA	CA	53.138889	-115.48612	606	-999	1972	2019	48	34	1972	1993	22	34	1972	2019	48	n.a.	n.a.	n.a.
4208970	4	4081	FOND-DU-LAC RIVER	STONY RAPIDS	CA	59.26	-105.8	51800	-999	1946	1963	18	0	1946	1963	18	0	1946	1963	18	299.398	9.441815328	182.2744272
4208971	4	4081	FOND-DU-LAC RIVER	OUTLET OF BLACK LAKE	CA	59.147221	-105.53889	50700	-999	1963	2020	58	4	1963	1993	31	0	1963	2020	58	303.372	9.567139392	188.7009742
4208975	4	4081	CREE RIVER	OUTLET OF WAPATA LAKE	CA	58.858334	-105.81944	20700	-999	1972	1995	24	1	1972	1993	22	2	1972	1995	24	123.552	3.896335872	188.2287861
4208977	4	4081	PIPESTONE RIVER	BELOW ROTARIU LAKE	CA	58.237499	-106.12917	964	-999	1978	1995	18	0	1978	1993	16	0	1978	1995	18	3.593	0.113308848	117.5402988
4208978	4	4081	WATERFOUND RIVER	BELOW THERIAU LAKE	CA	58.386112	-104.60833	3160	-999	1973	2020	48	1	1973	1993	21	4	1973	2020	48	21.403	0.674965008	213.5965215
4208979	4	4081	PORCUPINE RIVER	OUTLET OF GROVE LAKE	CA	59.444443	-104.36112	7280	-999	1973	1995	23	6	1973	1993	21	7	1973	1995	23	69.373	2.187746928	300.5146879
4208980	4	4081	GREASE RIVER	BELOW FOUNTAINE LAKE	CA	59.547222	-106.41111	6150	-999	1973	1995	23	10	1973	1993	21	11	1973	1995	23	28.662	0.903884832	146.9731434
4208983	4	4081	DOUGLAS RIVER	NEAR CLUFF LAKE	CA	58.322224	-109.78611	1690	-999	1975	2019	45	0	1975	1993	19	1	1975	2019	45	9.364	0.295303104	174.7355645
4208984	4	4081	OLDMAN RIVER	NEAR GOLDFIELDS	CA	59.49	-108.06	937	-999	1935	1936	2	0	1935	1936	2	0	1935	1936	2	n.a.	n.a.	n.a.
4208986	4	4081	WILLIAM RIVER	ABOVE CARSWELL RIVER	CA	58.813889	-109.00278	4030	-999	1976	1995	20	0	1976	1993	18	0	1976	1995	20	19.201	0.605522736	150.2537806
4208987	4	4081	MACFARLANE RIVER	OUTLET OF DAVY LAKE	CA	58.966667	-108.175	9120	-999	1967	2019	53	0	1967	1993	27	0	1967	2019	53	52.515	1.65611304	181.5913421
4208988	4	4081	OTHERSIDE RIVER	OUTLET OF MERCREDI LAKE	CA	58.927776	-107.48889	2700	-999	1976	1995	20	0	1976	1993	18	0	1976	1995	20	16.467	0.519303312	192.33456
4208989	4	4081	CHIPMAN RIVER	ABOVE BLACK LAKE	CA	59.319443	-105.30278	6130	-999	1973	1995	23	6	1973	1993	21	7	1973	1995	23	12.981	0.409368816	66.78120979
4209100	4	4090	TRAIL VALLEY CREEK	NEAR INUVIK	CA	68.737778	-133.41194	68	-999	1977	2016	40	6	1977	1996	20	11	1977	2016	40	0.233	0.007347888	108.0571765
4209110	4	4090	ZED CREEK	NEAR INUVIK	CA	68.94	-133.41	401	-999	1978	1982	5	6	1978	1982	5	6	1978	1982	5	1.045	0.03295512	82.18234414
4209111	4	4090	HANS CREEK	ABOVE ESKIMO LAKES	CA	68.870552	-133.57834	329	-999	1988	2016	29	15	1988	1993	6	0	1988	2016	29	1.172	0.036960192	112.3410091
4209112	4	4090	HANS CREEK	NEAR INUVIK	CA	68.86	-133.49	337	-999	1977	1987	11	19	1977	1987	11	20	1977	1987	11	1.177	0.037117872	110.1420534
4209150	4	4091	ANDERSON RIVER	BELOW CARNWATH RIVER	CA	68.632225	-128.41333	56300	-999	1969	2017	49	27	1969	1993	25	0	1969	2017	49	141.848	4.473318528	79.45503602
4209155	4	4091	CARNWATH RIVER	BELOW ANDREW RIVER	CA	68.393608	-128.94972	21500	-999	1982	1994	13	1	1982	1993	12	1	1982	1994	13	47.122	1.486039392	69.11811126
4209200	4	4090	INMAN RIVER	NEAR THE MOUTH	CA	69.1	-118.47	3050	-999	1975	1988	14	27	1975	1988	14	27	1975	1988	14	6.496	0.204857856	67.16651016
4209400	4	4090	COPPERMINE RIVER	OUTLET OF POINT LAKE	CA	65.414444	-114.00806	19300	-999	1965	2018	54	1	1965	1996	32	2	1965	2018	54	105.755	3.33508968	172.8025741
4209401	4	4093	COPPERMINE RIVER	ABOVE COPPER CREEK	CA	67.228889	-115.88695	46800	-999	1987	2018	32	7	1987	1993	7	0	1987	2018	32	243.616	7.682674176	164.1597046
4209402	4	4093	COPPERMINE RIVER	ABOVE BLOODY FALLS	CA	67.74	-115.37	50700	-999	1983	1986	4	0	1983	1993	11	0	1983	1993	11	338.268	10.66761965	210.4066992
4209405	4	4093	ATITOK CREEK	NEAR DISMAL LAKES	CA	67.214447	-116.60889	217	-999	1979	1990	12	27	1979	1990	12	29	1979	1990	12	1.389	0.043803504	201.8594654
4209410	4	4093	KENDALL RIVER	NEAR OUTLET OF DISMAL LAKES	CA	67.214165	-116.57584	2790	-999	1969	2008	40	45	1969	1990	22	17	1969	2008	40	12.65	0.3989304	142.9858065
4209500	4	4090	TREE RIVER	NEAR THE MOUTH	CA	67.635002	-111.9025	5960	50	1968	2018	51	11	1969	1996	28	6	1968	2018	51	35.19	1.10975184	186.1999732
4209550	4	4090	BURNSIDE RIVER	NEAR THE MOUTH	CA	66.73333	-108.80222	16800	-999	1976	2018	43	8	1976	1996	21	3	1976	2018	43	128.468	4.051366848	241.1527886
4209580	4	4090	GORDON RIVER	NEAR THE MOUTH	CA	66.809998	-107.10111	1530	-999	1977	1994	18	12	1977	1994	18	13	1977	1994	18	9.049	0.285369264	186.5158588
4209600	4	4094	ELLICE RIVER	NEAR THE MOUTH	CA	67.708336	-104.14027	16900	-999	1971	2018	48	16	1971	1996	26	0	1971	2018	48	82.105	2.58926328	153.210845
4209805	4	4092	BACK RIVER	ABOVE HERMANN RIVER	CA	66.086113	-96.511108	93900	-999	1965	2018	54	8	1993	1993	1	0	1965	2018	54	481.12	15.17260032	161.582538
4209806	4	4092	BACK RIVER	BELOW BEECHY LAKE	CA	65.1872	-106.0858	19600	-999	1978	2017	40	7					1978	2017	40	105.08	3.31380288	169.0715755
4209810	4	4092	BAILLIE RIVER	NEAR THE MOUTH	CA	65.010559	-104.49056	14500	-999	1978	2018	41	10	1978	1993	16	2	1978	2018	41	73.642	2.322374112	160.1637319
4209850	4	4095	HAYES RIVER	ABOVE CHANTREY INLET	CA	67.525002	-94.058334	18100	-999	1971	1992	22	8	1971	1992	22	9	1971	1992	22	124.384	3.922573824	216.7167859
4210450	4	4100	BIG RIVER	ABOVE EGG RIVER	CA	72.48	-123.4	3640	-999	1975	2017	43	58	1975	1988	14	16	1975	2017	43	6.995	0.22059432	60.60283516
4210650	4	4100	FRESHWATER CREEK	NEAR CAMBRIDGE BAY	CA	69.131111	-104.99056	1490	-999	1970	2018	49	16	1970	1996	27	20	1970	2018	49	4.113	0.129707568	87.05205906
4211310	4	4110	ALLEN RIVER	NEAR THE MOUTH	CA	74.84	-95.05	448	-999	1970	1984	15	55	1971	1984	14	57	1970	1984	15	1.862	0.058720032	131.0715
4211315	4	4110	MECHAM RIVER	NEAR RESOLUTE	CA	74.69	-94.7	86.8	-999	1971	2016	46	90	1971	1979	9	57	1971	2016	46	0.63	0.01986768	228.8903226
